"","player_name","club_name","position","position_index","goals_scored","assists","ict_index","goals_conceded","minutes","own_goals","total_points","bps","bonus","clean_sheets","GW","season"
"10960","Craig Dawson","West Bromwich Albion","Centre-Back",2,3,0,115.3,37,2466,0,85,389,6,5,30,"2016/2017"
"10961","Craig Gardner","West Bromwich Albion","Central Midfield",3,0,1,18.3,6,218,0,14,52,0,1,30,"2016/2017"
"10962","Cristhian Stuani","Middlesbrough FC","Centre-Forward",5,4,0,74.9,14,1126,0,49,192,4,3,29,"2016/2017"
"10963","Cuco Martina","Southampton FC","Right-Back",2,0,0,22.7,6,592,0,31,140,5,3,28,"2016/2017"
"10964","Curtis Davies","Hull City","Centre-Back",2,0,2,78.7,47,2004,1,39,350,3,1,30,"2016/2017"
"10965","Cédric Soares","Southampton FC","Right-Back",2,0,1,98.7,25,1637,0,71,389,11,6,28,"2016/2017"
"10966","César Azpilicueta","Chelsea FC","Right-Back",2,0,2,90.7,21,2520,0,123,642,16,13,29,"2016/2017"
"10967","Daley Blind","Manchester United","Centre-Back",2,1,2,89.9,13,1395,0,79,417,12,7,28,"2016/2017"
"10968","Damien Delaney","Crystal Palace","Centre-Back",2,0,2,52.9,32,1795,0,47,297,3,3,29,"2016/2017"
"10969","Daniel Amartey","Leicester City","Defensive Midfield",3,1,1,46.3,25,1420,0,47,216,3,4,29,"2016/2017"
"10970","Daniel Ayala","Middlesbrough FC","Centre-Back",2,1,0,22,6,487,0,23,106,0,2,29,"2016/2017"
"10971","Daniel Sturridge","Liverpool FC","Centre-Forward",5,2,4,64,7,547,0,38,126,1,1,30,"2016/2017"
"10972","Danny Rose","Tottenham Hotspur","Left-Back",2,2,3,99.6,11,1530,0,84,357,6,8,29,"2016/2017"
"10973","Danny Simpson","Leicester City","Right-Back",2,0,1,54.5,38,2178,0,66,356,1,5,29,"2016/2017"
"10974","Danny Welbeck","Arsenal FC","Centre-Forward",5,1,0,14.2,7,209,0,14,40,0,0,28,"2016/2017"
"10975","Dan Gosling","AFC Bournemouth","Central Midfield",3,2,0,51.4,22,1133,0,44,205,1,3,30,"2016/2017"
"10976","Darren Fletcher","West Bromwich Albion","Central Midfield",3,2,2,77.6,33,2514,0,85,364,2,7,30,"2016/2017"
"10977","Darren Randolph","West Ham United","Goalkeeper",1,0,0,42.4,32,1620,0,61,314,5,3,30,"2016/2017"
"10978","Darron Gibson","Everton FC","Central Midfield",3,0,0,6.7,5,338,0,10,51,0,1,29,"2016/2017"
"10979","Daryl Janmaat","Watford FC","Right-Back",2,1,1,45.1,15,854,0,32,141,0,1,27,"2016/2017"
"10980","David de Gea","Manchester United","Goalkeeper",1,0,0,41.5,23,2430,0,104,427,2,10,28,"2016/2017"
"10981","David Jones","Burnley FC","Central Midfield",3,0,0,1.3,1,86,0,1,8,0,0,30,"2016/2017"
"10982","David Marshall","Hull City","Goalkeeper",1,0,0,37.5,37,1350,1,31,239,0,0,27,"2016/2017"
"10983","David Meyler","Hull City","Central Midfield",3,1,0,37.1,23,962,0,33,179,0,2,30,"2016/2017"
"10984","David Nugent","Middlesbrough FC","Centre-Forward",5,0,0,0.7,0,43,0,4,11,0,0,29,"2016/2017"
"10985","David Ospina","Arsenal FC","Goalkeeper",1,0,0,0.5,2,53,0,2,3,0,0,28,"2016/2017"
"10986","David Silva","Manchester City","Attacking Midfield",4,2,6,207.3,27,2122,0,93,445,9,7,29,"2016/2017"
"10987","Dean Marney","Burnley FC","Central Midfield",3,1,2,40.5,28,1764,0,51,239,1,5,30,"2016/2017"
"10988","Dejan Lovren","Liverpool FC","Centre-Back",2,2,1,83.2,25,1755,0,71,397,4,6,30,"2016/2017"
"10989","Demarai Gray","Leicester City","Left Winger",4,1,3,54.5,13,758,0,45,164,0,2,29,"2016/2017"
"10990","Diafra Sakho","West Ham United","Centre-Forward",5,1,0,6.7,2,125,0,10,29,2,0,30,"2016/2017"
"10991","Didier Ndong","Sunderland AFC","Central Midfield",3,1,1,45.6,35,1773,0,51,278,1,4,26,"2016/2017"
"10992","Dieumerci Mbokani","Hull City","Centre-Forward",5,0,2,39.3,15,745,0,25,38,0,3,27,"2016/2017"
"10993","Dimitri Payet","West Ham United","Attacking Midfield",4,2,8,202.6,28,1513,0,81,347,10,4,30,"2016/2017"
"10994","Divock Origi","Liverpool FC","Centre-Forward",5,4,4,74.6,13,857,0,72,204,7,3,30,"2016/2017"
"10995","Dominic Calvert-Lewin","Everton FC","Centre-Forward",5,1,0,10,1,120,0,13,39,1,0,21,"2016/2017"
"10996","Donald Love","Sunderland AFC","Right-Back",2,0,1,21.5,10,521,0,19,119,1,1,29,"2016/2017"
"10997","Duncan Watmore","Sunderland AFC","Right Winger",4,0,5,51.4,20,1025,0,43,125,1,2,29,"2016/2017"
"10998","Dusan Tadic","Southampton FC","Left Winger",4,3,6,171.8,19,1559,0,86,275,4,8,28,"2016/2017"
"10999","Eden Hazard","Chelsea FC","Left Winger",4,11,7,234.9,18,2155,0,168,629,23,14,29,"2016/2017"
"11000","Edimilson Fernandes","West Ham United","Central Midfield",3,0,0,23.3,9,510,0,22,70,0,1,28,"2016/2017"
"11001","Eldin Jakupovic","Hull City","Goalkeeper",1,0,0,39.7,21,1260,0,59,284,4,3,30,"2016/2017"
"11002","Emre Can","Liverpool FC","Defensive Midfield",3,4,2,110.3,22,1561,0,75,314,9,4,30,"2016/2017"
"11003","Enner Valencia","Everton FC","Centre-Forward",5,3,3,58.2,8,633,0,48,141,3,2,30,"2016/2017"
"11004","Eric Bailly","Manchester United","Centre-Back",2,0,0,39,12,1188,0,58,318,9,5,28,"2016/2017"
"11005","Eric Dier","Tottenham Hotspur","Defensive Midfield",3,0,0,71.9,19,2161,0,66,314,0,11,29,"2016/2017"
"11006","Erik Lamela","Tottenham Hotspur","Right Winger",4,1,1,62.2,2,595,0,28,93,4,4,29,"2016/2017"
"11007","Erik Pieters","Stoke City","Left-Back",2,0,2,84.8,38,2520,0,90,527,9,9,30,"2016/2017"
"11008","Evandro Goebel","Hull City","Attacking Midfield",4,0,0,17,3,268,0,10,53,0,2,10,"2016/2017"
"11009","Fabian Delph","Manchester City","Central Midfield",3,0,0,2,1,44,0,5,16,0,0,29,"2016/2017"
"11010","Fabio Pereira da Silva","Middlesbrough FC","Right-Back",2,0,0,52,18,1335,0,55,278,8,5,28,"2016/2017"
"11011","Fabio Borini","Sunderland AFC","Left Winger",4,1,0,49.1,20,1058,0,30,101,1,4,29,"2016/2017"
"11012","Federico Fernández","Swansea City","Centre-Back",2,0,1,53.4,34,1620,0,36,278,1,2,30,"2016/2017"
"11013","Fernando Francisco Reges","Manchester City","Defensive Midfield",3,0,0,20.1,8,541,0,16,96,1,1,29,"2016/2017"
"11014","Fernando Llorente","Swansea City","Centre-Forward",5,11,2,169.1,48,1905,0,107,377,14,3,30,"2016/2017"
"11015","Fernando Luiz Rosa","Manchester City","Defensive Midfield",3,1,1,97.5,19,1945,0,53,332,3,6,29,"2016/2017"
"11016","Fraizer Campbell","Crystal Palace","Centre-Forward",5,1,0,12.3,3,120,0,12,47,0,0,29,"2016/2017"
"11017","Francis Coquelin","Arsenal FC","Defensive Midfield",3,0,1,61.7,24,1478,0,43,253,1,4,28,"2016/2017"
"11018","Fraser Forster","Southampton FC","Goalkeeper",1,0,0,34.9,36,2430,0,90,403,1,9,28,"2016/2017"
"11019","Gareth Barry","Everton FC","Defensive Midfield",3,2,1,94.7,25,1797,0,61,320,3,7,30,"2016/2017"
"11020","Gareth McAuley","West Bromwich Albion","Centre-Back",2,6,1,115.6,38,2610,1,120,471,12,5,30,"2016/2017"
"11021","Gary Cahill","Chelsea FC","Centre-Back",2,4,0,95.8,21,2513,1,135,586,12,13,29,"2016/2017"
"11022","Gastón Ramírez","Middlesbrough FC","Attacking Midfield",4,2,3,108.8,17,1415,0,59,228,6,6,29,"2016/2017"
"11023","Gaël Clichy","Manchester City","Left-Back",2,1,0,55.2,17,1444,0,63,344,8,5,29,"2016/2017"
"11024","Geoff Cameron","Stoke City","Defensive Midfield",3,0,0,34.7,13,909,0,33,185,2,4,30,"2016/2017"
"11025","George Boyd","Burnley FC","Midfielder",3,1,1,70,36,2207,0,67,287,0,6,30,"2016/2017"
"11026","George Friend","Middlesbrough FC","Left-Back",2,0,2,60.5,19,1350,0,46,276,5,3,29,"2016/2017"
"11027","George Honeyman","Sunderland AFC","Attacking Midfield",4,0,0,4.8,3,121,0,3,23,0,0,23,"2016/2017"
"11028","Georginio Wijnaldum","Liverpool FC","Central Midfield",3,5,4,142.6,31,2168,0,102,453,8,6,30,"2016/2017"
"11029","Gerard Deulofeu","Everton FC","Right Winger",4,0,0,32,6,460,0,13,53,0,0,30,"2016/2017"
"11030","Giannelli Imbula","Stoke City","Defensive Midfield",3,0,1,22,20,796,1,24,126,1,2,30,"2016/2017"
"11031","Glenn Whelan","Stoke City","Defensive Midfield",3,0,1,67.7,30,1835,1,52,310,3,5,30,"2016/2017"
"11032","Glen Johnson","Stoke City","Right-Back",2,0,0,43.5,21,1327,0,45,278,3,5,30,"2016/2017"
"11033","Granit Xhaka","Arsenal FC","Defensive Midfield",3,1,2,76.7,22,1563,0,49,297,3,5,28,"2016/2017"
"11034","Grant Leadbitter","Middlesbrough FC","Central Midfield",3,1,0,21.4,6,374,0,19,74,0,2,29,"2016/2017"
"11035","Gylfi Sigurdsson","Swansea City","Attacking Midfield",4,8,11,256.6,63,2517,0,148,539,15,3,30,"2016/2017"
"11036","Gökhan Töre","West Ham United","Right Winger",4,0,1,14.6,4,240,0,10,29,0,1,30,"2016/2017"
"11037","Hal Robson-Kanu","West Bromwich Albion","Left Winger",4,2,2,37.5,9,427,0,43,119,3,0,27,"2016/2017"
"11038","Harrison Reed","Southampton FC","Central Midfield",3,0,0,1,1,58,0,2,11,0,0,28,"2016/2017"
"11039","Harry Arter","AFC Bournemouth","Central Midfield",3,1,2,99.8,51,2291,0,60,387,2,6,30,"2016/2017"
"11040","Harry Kane","Tottenham Hotspur","Centre-Forward",5,19,4,219.4,15,1887,0,152,617,23,11,29,"2016/2017"
"11041","Harry Maguire","Hull City","Centre-Back",2,0,3,93.2,43,1728,0,42,344,2,2,30,"2016/2017"
"11042","Harry Winks","Tottenham Hotspur","Central Midfield",3,1,1,29.4,6,449,0,30,130,0,0,29,"2016/2017"
"11043","Henrikh Mkhitaryan","Manchester United","Attacking Midfield",4,3,1,103.8,6,885,0,53,200,3,6,28,"2016/2017"
"11044","Heurelho Gomes","Watford FC","Goalkeeper",1,0,0,58.8,44,2437,1,86,483,4,4,29,"2016/2017"
"11045","Hugo Lloris","Tottenham Hotspur","Goalkeeper",1,0,0,50.2,20,2194,0,106,465,3,10,29,"2016/2017"
"11046","Héctor Bellerín","Arsenal FC","Right-Back",2,0,3,82.9,27,1794,0,81,388,10,7,28,"2016/2017"
"11047","Ibrahim Afellay","Stoke City","Left Midfield",3,0,0,14.8,5,378,0,14,61,0,0,30,"2016/2017"
"11048","Idrissa Gueye","Everton FC","Central Midfield",3,1,2,88.2,19,2006,0,70,421,9,8,30,"2016/2017"
"11049","Ilkay Gündogan","Manchester City","Central Midfield",3,3,1,59.6,8,704,0,41,196,2,3,29,"2016/2017"
"11050","Isaac Success","Watford FC","Left Winger",4,1,1,32.1,4,337,0,24,70,0,1,29,"2016/2017"
"11051","Islam Slimani","Leicester City","Centre-Forward",5,5,3,78.6,14,971,0,62,189,7,5,26,"2016/2017"
"11052","Jack Cork","Swansea City","Defensive Midfield",3,0,1,67.7,47,1956,2,44,299,0,2,30,"2016/2017"
"11053","Jack Rodwell","Sunderland AFC","Defensive Midfield",3,0,1,40.9,21,1136,0,31,155,1,2,29,"2016/2017"
"11054","Jack Stephens","Southampton FC","Centre-Back",2,0,0,19,13,571,0,20,111,0,1,28,"2016/2017"
"11055","Jack Wilshere","Arsenal FC","Central Midfield",3,0,3,107.9,37,1694,0,56,266,2,5,30,"2016/2017"
"11056","Jake Livermore","Hull City","Defensive Midfield",3,1,1,97.1,50,2228,0,62,376,2,3,30,"2016/2017"
"11057","James Collins","West Ham United","Centre-Back",2,1,0,37.1,17,845,0,33,185,3,2,30,"2016/2017"
"11058","James McArthur","Crystal Palace","Central Midfield",3,5,2,81.2,31,1663,0,78,306,8,2,29,"2016/2017"
"11059","James McCarthy","Everton FC","Central Midfield",3,1,1,28.6,10,613,0,23,100,0,0,30,"2016/2017"
"11060","James McClean","West Bromwich Albion","Left Winger",4,1,3,80,19,1090,0,45,198,1,2,30,"2016/2017"
"11061","James Milner","Liverpool FC","Central Midfield",3,7,4,187.2,29,2358,0,120,555,16,7,30,"2016/2017"
"11062","James Morrison","West Bromwich Albion","Central Midfield",3,5,2,71.5,17,1328,0,75,274,4,4,30,"2016/2017"
"11063","James Tarkowski","Burnley FC","Centre-Back",2,0,0,10.8,5,156,0,11,43,0,0,30,"2016/2017"
"11064","James Tomkins","Crystal Palace","Centre-Back",2,3,0,64.1,32,1664,0,66,312,5,5,29,"2016/2017"
"11065","James Ward-Prowse","Southampton FC","Central Midfield",3,3,4,117.5,19,1201,0,71,269,5,5,28,"2016/2017"
"11066","Jamie Vardy","Leicester City","Centre-Forward",5,8,5,132.7,43,1954,0,106,342,11,3,29,"2016/2017"
"11067","Jan Kirchhoff","Sunderland AFC","Defensive Midfield",3,0,1,10.9,11,433,0,12,61,0,0,29,"2016/2017"
"11068","Jan Vertonghen","Tottenham Hotspur","Centre-Back",2,0,0,77.4,16,2018,0,88,493,3,10,29,"2016/2017"
"11069","Jarrod Bowen","Hull City","Right Winger",4,0,0,1.2,1,65,0,5,15,0,0,30,"2016/2017"
"11070","Jason Denayer","Manchester City","Centre-Back",2,0,0,33.6,20,1319,1,44,230,2,5,29,"2016/2017"
"11071","Jason Puncheon","Crystal Palace","Attacking Midfield",4,0,4,149.8,36,2193,0,65,361,4,5,29,"2016/2017"
"11072","Javier Manquillo","Sunderland AFC","Right-Back",2,0,0,19,13,759,0,19,91,0,1,27,"2016/2017"
"11073","Jay Fulton","Swansea City","Central Midfield",3,0,0,16.6,14,624,0,17,81,0,3,30,"2016/2017"
"11074","Jefferson Montero","Swansea City","Left Winger",4,0,1,31.1,9,347,0,16,70,0,0,30,"2016/2017"
"11075","Jeffrey Schlupp","Crystal Palace","Left Midfield",3,0,0,15.4,4,384,0,19,78,1,1,29,"2016/2017"
"11076","Jeff Hendrick","Burnley FC","Central Midfield",3,2,0,57.1,34,1886,0,55,179,1,6,27,"2016/2017"
"11077","Jeremain Lens","Sunderland AFC","Right Winger",4,0,0,9.7,1,69,0,2,12,0,0,29,"2016/2017"
"11078","Jermain Defoe","Sunderland AFC","Centre-Forward",5,14,3,172.6,49,2512,0,146,475,24,5,29,"2016/2017"
"11079","Jerome Sinclair","Watford FC","Centre-Forward",5,0,0,3.5,1,116,0,6,11,0,0,29,"2016/2017"
"11080","Jesse Lingard","Manchester United","Right Winger",4,1,2,82.9,8,753,0,43,161,3,4,28,"2016/2017"
"11081","Jesús Navas","Manchester City","Right-Back",2,0,2,37.9,10,566,0,29,114,0,1,29,"2016/2017"
"11082","Joel Asoro","Sunderland AFC","Centre-Forward",5,0,0,0.2,0,10,0,1,3,0,0,29,"2016/2017"
"11083","Joel Matip","Liverpool FC","Centre-Back",2,1,0,81.9,20,1711,0,57,352,1,4,30,"2016/2017"
"11084","Joel Robles","Everton FC","Goalkeeper",1,0,1,32.6,10,1197,0,75,313,5,9,30,"2016/2017"
"11085","Joel Ward","Crystal Palace","Right-Back",2,0,1,78.1,46,2517,0,67,428,7,5,29,"2016/2017"
"11086","Joey Barton","Burnley FC","Central Midfield",3,1,2,28.2,9,655,0,28,132,0,2,10,"2016/2017"
"11087","Joe Allen","Stoke City","Central Midfield",3,6,3,150.9,40,2332,0,105,439,10,8,30,"2016/2017"
"11088","Joe Ledley","Crystal Palace","Central Midfield",3,1,1,31.5,26,1160,0,40,201,1,2,29,"2016/2017"
"11089","Johann Berg Gudmundsson","Burnley FC","Right Winger",4,1,2,59.3,17,922,0,41,162,3,3,30,"2016/2017"
"11090","John O'Shea","Sunderland AFC","Centre-Back",2,0,0,31.1,28,1438,0,32,222,2,2,29,"2016/2017"
"11091","John Stones","Manchester City","Centre-Back",2,0,0,52.5,23,1730,0,55,376,4,4,29,"2016/2017"
"11092","John Terry","Chelsea FC","Centre-Back",2,0,0,13.3,4,367,0,11,66,0,1,29,"2016/2017"
"11093","Joleon Lescott","Sunderland AFC","Centre-Back",2,0,0,0.8,0,34,0,1,5,0,0,7,"2016/2017"
"11094","Jonas Olsson","West Bromwich Albion","Centre-Back",2,0,0,12,13,590,0,8,60,0,1,30,"2016/2017"
"11095","Jonathan Benteke","Crystal Palace","Centre-Forward",5,0,0,1.4,0,7,0,1,3,0,0,26,"2016/2017"
"11096","Jonathan Calleri","West Ham United","Centre-Forward",5,1,0,18.4,3,205,0,14,30,0,0,29,"2016/2017"
"11097","Jonathan Leko","West Bromwich Albion","Right Winger",4,0,1,7.4,3,105,0,10,33,0,0,30,"2016/2017"
"11098","Jonathan Walters","Stoke City","Right Winger",4,3,2,73.5,19,1116,0,57,149,2,5,30,"2016/2017"
"11099","Jonny Evans","West Bromwich Albion","Centre-Back",2,1,1,64,28,1867,0,62,335,3,3,30,"2016/2017"
"11100","Jon Flanagan","Liverpool FC","Right-Back",2,0,0,7.2,4,315,0,8,51,0,1,30,"2016/2017"
"11101","Jordan Ayew","Swansea City","Centre-Forward",5,0,0,4.7,4,153,0,7,7,0,0,7,"2016/2017"
"11102","Jordan Henderson","Liverpool FC","Central Midfield",3,1,4,115.5,28,2116,0,73,467,9,7,30,"2016/2017"
"11103","Jordan Pickford","Sunderland AFC","Goalkeeper",1,0,0,61.9,31,1710,0,74,398,6,3,29,"2016/2017"
"11104","Jordan Rhodes","Middlesbrough FC","Centre-Forward",5,0,0,15.4,2,211,0,8,21,0,0,29,"2016/2017"
"11105","Jordi Amat","Swansea City","Centre-Back",2,0,0,46.8,36,1409,0,21,237,0,2,30,"2016/2017"
"11106","Jordon Ibe","AFC Bournemouth","Right Winger",4,0,0,59.9,20,931,0,30,123,0,3,30,"2016/2017"
"11107","Jordon Mutch","Crystal Palace","Central Midfield",3,0,0,3.1,1,53,0,4,17,0,0,29,"2016/2017"
"11108","Jordy Clasie","Southampton FC","Defensive Midfield",3,0,1,27.3,14,848,0,25,115,0,1,28,"2016/2017"
"11109","Joshua King","AFC Bournemouth","Second Striker",5,11,2,167.7,42,2022,0,127,392,10,6,30,"2016/2017"
"11110","Josh Tymon","Hull City","Left-Back",2,0,0,4.5,3,251,0,9,47,0,1,30,"2016/2017"
"11111","José Holebas","Watford FC","Left-Back",2,2,4,108,45,2189,0,72,377,6,4,29,"2016/2017"
"11112","Juan Mata","Manchester United","Attacking Midfield",4,6,3,167.7,12,1385,1,95,416,14,9,28,"2016/2017"
"11113","Julien Ngoy","Stoke City","Centre-Forward",5,0,0,6.5,1,49,0,5,16,0,0,28,"2016/2017"
"11114","Junior Stanislas","AFC Bournemouth","Left Winger",4,4,6,95,23,1099,0,75,274,6,4,30,"2016/2017"
"11115","Jérémy Pied","Southampton FC","Right-Back",2,0,0,3.4,0,12,0,1,2,0,0,28,"2016/2017"
"11116","Kamil Grosicki","Hull City","Left Winger",4,0,2,32.6,9,435,0,24,54,0,1,7,"2016/2017"
"11117","Kasper Schmeichel","Leicester City","Goalkeeper",1,0,0,49.6,31,1766,0,71,368,5,4,29,"2016/2017"
"11118","Kelechi Iheanacho","Manchester City","Centre-Forward",5,4,3,85.7,8,490,0,48,168,6,1,29,"2016/2017"
"11119","Kevin De Bruyne","Manchester City","Attacking Midfield",4,4,13,246.6,26,2088,0,139,545,24,7,29,"2016/2017"
"11120","Kevin Mirallas","Everton FC","Right Winger",4,4,6,136.2,17,1479,0,95,314,7,8,30,"2016/2017"
"11121","Kevin Stewart","Liverpool FC","Defensive Midfield",3,0,0,0.4,0,20,0,4,12,0,0,30,"2016/2017"
"11122","Kevin Wimmer","Tottenham Hotspur","Centre-Back",2,0,0,5.4,4,357,1,2,26,0,0,29,"2016/2017"
"11123","Kieran Gibbs","Arsenal FC","Left-Back",2,0,1,27.1,1,297,0,17,82,0,2,28,"2016/2017"
"11124","Kieran Trippier","Tottenham Hotspur","Right-Back",2,0,2,9.3,1,116,0,19,51,2,0,29,"2016/2017"
"11125","Kurt Zouma","Chelsea FC","Centre-Back",2,0,0,0.9,2,27,0,4,16,0,0,29,"2016/2017"
"11126","Kyle Naughton","Swansea City","Right-Back",2,0,0,87.8,44,1923,1,42,343,3,3,30,"2016/2017"
"11127","Kyle Walker","Tottenham Hotspur","Right-Back",2,0,6,126,19,2341,0,126,566,18,12,29,"2016/2017"
"11128","Lamine Koné","Sunderland AFC","Centre-Back",2,1,0,79.8,35,1913,0,56,347,5,4,29,"2016/2017"
"11129","Laurent Koscielny","Arsenal FC","Centre-Back",2,2,1,95.1,30,2313,0,107,616,19,8,28,"2016/2017"
"11130","Lazar Markovic","Liverpool FC","Right Winger",4,0,0,15.3,6,416,0,12,38,0,2,30,"2016/2017"
"11131","Lee Cattermole","Sunderland AFC","Defensive Midfield",3,0,0,2.6,3,175,0,3,17,0,0,29,"2016/2017"
"11132","Lee Grant","Stoke City","Goalkeeper",1,0,0,54.5,28,2160,0,101,482,9,9,27,"2016/2017"
"11133","Leighton Baines","Everton FC","Left-Back",2,2,3,98.5,20,2009,0,108,486,13,9,30,"2016/2017"
"11134","Leonardo Ulloa","Leicester City","Centre-Forward",5,1,0,26.5,3,251,0,18,43,1,1,29,"2016/2017"
"11135","Leon Britton","Swansea City","Central Midfield",3,0,0,15.1,22,802,0,20,133,0,2,30,"2016/2017"
"11136","Leroy Fer","Swansea City","Central Midfield",3,6,2,105.5,43,1876,0,83,367,5,3,30,"2016/2017"
"11137","Leroy Sané","Manchester City","Left Winger",4,3,3,76.3,8,1012,0,65,192,5,4,29,"2016/2017"
"11138","Lewis Cook","AFC Bournemouth","Central Midfield",3,0,0,2.5,3,80,0,2,10,0,0,30,"2016/2017"
"11139","Lewis Grabban","AFC Bournemouth","Centre-Forward",5,0,1,5.3,2,60,0,6,17,0,0,30,"2016/2017"
"11140","Loris Karius","Liverpool FC","Goalkeeper",1,0,0,15,12,900,0,32,153,0,3,30,"2016/2017"
"11141","Lucas Pérez","Arsenal FC","Centre-Forward",5,1,1,32.9,2,272,0,20,83,0,1,25,"2016/2017"
"11142","Luciano Narsingh","Swansea City","Right Winger",4,0,2,8.9,6,196,0,17,37,0,0,9,"2016/2017"
"11143","Luis Hernández","Leicester City","Centre-Back",2,0,0,12,8,327,0,3,50,0,0,29,"2016/2017"
"11144","Lukasz Fabianski","Swansea City","Goalkeeper",1,0,0,57.8,63,2610,0,81,473,5,4,30,"2016/2017"
"11145","Lukas Jutkiewicz","Burnley FC","Centre-Forward",5,0,0,0.3,0,13,0,2,5,0,0,30,"2016/2017"
"11146","Luka Milivojevic","Crystal Palace","Defensive Midfield",3,0,0,8,1,360,0,12,46,0,3,6,"2016/2017"
"11147","Luke Shaw","Manchester United","Left-Back",2,0,1,23.8,6,594,0,30,153,2,3,28,"2016/2017"
"11148","Lynden Gooch","Sunderland AFC","Right Winger",4,0,0,14.5,5,323,0,10,38,0,1,29,"2016/2017"
"11149","Lys Mousset","AFC Bournemouth","Centre-Forward",5,0,0,4.8,1,43,0,4,5,0,0,30,"2016/2017"
"11150","M'Baye Niang","Watford FC","Centre-Forward",5,1,1,28.2,10,500,0,23,85,3,0,7,"2016/2017"
"11151","Maarten Stekelenburg","Everton FC","Goalkeeper",1,0,0,30.2,20,1413,1,57,255,3,3,30,"2016/2017"
"11152","Mamadou Sakho","Liverpool FC","Centre-Back",2,0,0,7.9,0,270,0,26,83,6,3,29,"2016/2017"
"11153","Manolo Gabbiadini","Southampton FC","Centre-Forward",5,4,0,42.6,6,277,0,26,112,4,1,5,"2016/2017"
"11154","Manuel Agudo Durán","Manchester City","Left Winger",4,4,3,81.5,6,745,0,51,163,2,3,29,"2016/2017"
"11155","Manuel Lanzini","West Ham United","Attacking Midfield",4,7,3,145.4,41,1898,0,110,475,18,5,30,"2016/2017"
"11156","Marcin Wasilewski","Leicester City","Centre-Back",2,0,0,1.1,2,90,0,1,10,0,0,29,"2016/2017"
"11157","Marcos Alonso","Chelsea FC","Left-Back",2,4,4,116.5,12,1990,0,133,504,7,12,26,"2016/2017"
"11158","Marcos Rojo","Manchester United","Centre-Back",2,1,0,58.3,12,1303,0,63,299,6,5,28,"2016/2017"
"11159","Marcus Rashford","Manchester United","Centre-Forward",5,3,2,105.4,13,1160,0,50,185,0,4,28,"2016/2017"
"11160","Marc Albrighton","Leicester City","Right Midfield",3,0,3,97.3,31,1705,0,58,302,2,6,29,"2016/2017"
"11161","Marc Muniesa","Stoke City","Centre-Back",2,1,0,16.6,3,289,0,23,88,3,2,30,"2016/2017"
"11162","Marc Pugh","AFC Bournemouth","Left Winger",4,1,2,34.8,11,596,0,35,116,3,2,30,"2016/2017"
"11163","Marko Arnautovic","Stoke City","Centre-Forward",5,5,3,147.5,29,2011,0,85,294,6,8,30,"2016/2017"
"11164","Marko Grujic","Liverpool FC","Central Midfield",3,0,0,2.9,0,30,0,2,6,0,0,30,"2016/2017"
"11165","Markus Henriksen","Hull City","Central Midfield",3,0,0,13.3,12,572,0,17,64,0,0,27,"2016/2017"
"11166","Mark Noble","West Ham United","Central Midfield",3,3,0,88.4,38,2108,0,64,355,5,6,30,"2016/2017"
"11167","Marouane Fellaini","Manchester United","Central Midfield",3,1,0,57.2,13,997,0,35,188,0,4,28,"2016/2017"
"11168","Marten de Roon","Middlesbrough FC","Central Midfield",3,2,1,68.8,29,2118,0,66,295,2,6,29,"2016/2017"
"11169","Martin Kelly","Crystal Palace","Right-Back",2,0,2,38.5,30,1298,0,26,185,0,0,29,"2016/2017"
"11170","Martin Olsson","Swansea City","Left-Back",2,2,0,36.8,12,603,0,31,120,2,1,9,"2016/2017"
"11171","Mason Holgate","Everton FC","Centre-Back",2,0,1,24.3,4,620,0,36,163,3,4,30,"2016/2017"
"11172","Mathieu Debuchy","Arsenal FC","Right-Back",2,0,0,0.2,0,15,0,1,2,0,0,28,"2016/2017"
"11173","Mathieu Flamini","Crystal Palace","Defensive Midfield",3,0,0,4.1,4,238,0,9,36,0,0,26,"2016/2017"
"11174","Matteo Darmian","Manchester United","Right-Back",2,0,0,19.5,5,763,0,36,172,3,4,28,"2016/2017"
"11175","Matthew Lowton","Burnley FC","Right-Back",2,0,2,104.8,40,2430,0,68,467,5,6,30,"2016/2017"
"11176","Matt Phillips","West Bromwich Albion","Right Winger",4,4,9,133.9,25,1985,0,111,352,12,6,30,"2016/2017"
"11177","Matt Targett","Southampton FC","Left-Back",2,0,0,14.7,4,283,0,6,59,0,0,28,"2016/2017"
"11178","Mauro Zárate","Watford FC","Second Striker",5,0,1,14.3,3,204,0,8,27,0,0,7,"2016/2017"
"11179","Max Gradel","AFC Bournemouth","Left Winger",4,0,0,7.3,0,99,0,6,20,0,0,30,"2016/2017"
"11180","Maya Yoshida","Southampton FC","Centre-Back",2,0,1,39,20,1080,0,33,215,0,2,28,"2016/2017"
"11181","Memphis Depay","Manchester United","Centre-Forward",5,0,0,0.7,1,24,0,3,6,0,0,28,"2016/2017"
"11182","Mesut Özil","Arsenal FC","Attacking Midfield",4,5,6,205.4,20,1862,0,108,445,10,7,28,"2016/2017"
"11183","Michael Carrick","Manchester United","Defensive Midfield",3,0,0,27.8,8,982,0,28,168,0,3,28,"2016/2017"
"11184","Michael Dawson","Hull City","Centre-Back",2,3,0,71.6,27,1350,1,43,251,4,1,30,"2016/2017"
"11185","Michael Keane","Burnley FC","Centre-Back",2,2,1,129.5,42,2610,0,89,503,5,7,30,"2016/2017"
