,player_name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,position,date_of_birth,age,nationality,club_name,league_name,season,year,position_index
13650,Martin Dubravka,0,0,21,1,0,262,296,0,0,1.1,10.8,2020-06-21T13:00:00Z,90,15,0,0,0,0,39,1,136085,0,3,0,6,4109,28810,24701,51,TRUE,0,39,Goalkeeper,1/15/1989,30,Slovakia,Newcastle United,Premier League,2019/2020,2019,1
13651,Martin Kelly,0,0,0,0,0,128,292,0,0,0,0,2020-06-20T18:45:00Z,0,3,0,0,0,0,39,0,1430861,2,0,0,0,-48683,123033,171716,41,FALSE,0,39,Right-Back,4/27/1990,29,England,Crystal Palace,Premier League,2019/2020,2019,2
13652,Martín Montoya,0,0,4,0,1.1,38,293,0,0,1,8.4,2020-06-20T14:00:00Z,19,1,0,0,0,0,39,0,39372,1,2,0,1,-1989,2836,4825,43,TRUE,0,39,Right-Back,4/14/1991,28,Spain,Brighton & Hove Albion,Premier League,2019/2020,2019,2
13653,Marvelous Nakamba,0,0,3,0,0.3,491,271,0,0,0.4,3.6,2020-06-17T17:00:00Z,14,15,0,0,0,0,39,0,48897,0,0,0,1,-1902,1962,3864,44,TRUE,0,39,Defensive Midfield,1/19/1994,25,Zimbabwe,Aston Villa,Premier League,2019/2020,2019,3
13654,Marvelous Nakamba,0,0,4,0,0.4,491,291,0,0,0.5,5,2020-06-21T15:15:00Z,20,6,0,0,0,0,39,0,48897,2,1,0,1,-1902,1962,3864,44,TRUE,0,39,Defensive Midfield,1/19/1994,25,Zimbabwe,Aston Villa,Premier League,2019/2020,2019,3
13655,Mason Greenwood,0,0,1,0,2.2,234,298,0,0,0.8,0,2020-06-19T19:15:00Z,28,17,0,0,0,0,39,0,871059,1,1,6,1,6599,141553,134954,43,FALSE,0,39,Right Winger,10/1/2001,17,England,Manchester United,Premier League,2019/2020,2019,4
13656,Mason Holgate,0,0,25,1,10.3,478,294,0,0,4.1,28.2,2020-06-21T18:00:00Z,90,10,0,0,0,0,39,0,115063,0,0,2,6,-32692,20982,53674,43,TRUE,0,39,Centre-Back,10/22/1996,22,England,Everton FC,Premier League,2019/2020,2019,2
13657,Mason Mount,0,0,10,0,16.3,463,291,1,0,5,10.8,2020-06-21T15:15:00Z,90,2,0,0,0,0,39,0,1174896,2,1,23,2,19275,174865,155590,62,FALSE,0,39,Attacking Midfield,1/10/1999,20,England,Chelsea FC,Premier League,2019/2020,2019,4
13658,Matej Vydra,0,0,4,0,2.8,92,295,5,0,0.8,5,2020-06-22T19:00:00Z,87,11,0,0,0,0,39,0,11300,0,5,0,2,-3384,968,4352,53,FALSE,0,39,Centre-Forward,5/1/1992,27,Czech Republic,Burnley FC,Premier League,2019/2020,2019,5
13659,Mateo Kovacic,0,0,10,0,26.6,432,291,1,0,5.1,8.8,2020-06-21T15:15:00Z,54,2,0,0,0,0,39,0,70427,2,1,16,1,1845,4528,2683,53,FALSE,0,39,Central Midfield,5/6/1994,25,Croatia,Chelsea FC,Premier League,2019/2020,2019,3
13660,Mathew Ryan,0,0,18,0,0,47,293,1,0,3.8,38.4,2020-06-20T14:00:00Z,90,1,0,0,0,0,39,5,898342,1,2,0,3,-136154,27161,163315,47,TRUE,0,39,Goalkeeper,4/8/1992,27,Australia,Brighton & Hove Albion,Premier League,2019/2020,2019,1
13661,Matthew Longstaff,0,0,0,0,0,540,296,0,0,0,0,2020-06-21T13:00:00Z,0,15,0,0,0,0,39,0,11126,0,3,0,0,-1407,480,1887,45,TRUE,0,39,Defensive Midfield,3/21/2000,19,England,Newcastle United,Premier League,2019/2020,2019,3
13662,Matthew Lowton,0,0,8,0,1.3,85,295,5,0,1.2,10.4,2020-06-22T19:00:00Z,90,11,0,0,0,0,39,0,25560,0,5,0,0,-517,1809,2326,42,FALSE,0,39,Right-Back,6/9/1989,30,England,Burnley FC,Premier League,2019/2020,2019,2
13663,Matty James,0,0,0,0,0,177,299,0,0,0,0,2020-06-20T11:30:00Z,0,18,0,0,0,0,39,0,12333,1,1,0,0,557,1261,704,43,FALSE,0,39,Central Midfield,7/22/1991,27,England,Leicester City,Premier League,2019/2020,2019,3
13664,Matt Doherty,1,3,35,1,27.3,401,300,0,0,6,29,2020-06-20T16:30:00Z,90,19,0,0,0,0,39,0,680245,2,0,4,12,23581,172144,148563,63,FALSE,0,39,Right-Back,1/16/1992,27,Ireland,Wolverhampton Wanderers,Premier League,2019/2020,2019,2
13665,Matt Ritchie,1,3,45,1,33.2,251,296,0,1,12,65.4,2020-06-21T13:00:00Z,90,15,0,0,0,0,39,0,15307,0,3,21,18,-518,2221,2739,53,TRUE,0,39,Left-Back,9/10/1989,29,Scotland,Newcastle United,Premier League,2019/2020,2019,2
13666,Matt Targett,0,0,21,1,12.3,309,271,0,0,2.5,12.6,2020-06-17T17:00:00Z,90,15,0,0,0,0,39,0,205836,0,0,0,6,131339,169902,38563,44,TRUE,0,39,Left-Back,9/18/1995,23,England,Aston Villa,Premier League,2019/2020,2019,2
13667,Matt Targett,0,0,14,0,1.8,309,291,2,0,2.2,20.6,2020-06-21T15:15:00Z,90,6,0,0,0,0,39,0,205836,2,1,0,1,131339,169902,38563,44,TRUE,0,39,Left-Back,9/18/1995,23,England,Aston Villa,Premier League,2019/2020,2019,2
13668,Max Kilman,0,0,0,0,0,408,300,0,0,0,0,2020-06-20T16:30:00Z,0,19,0,0,0,0,39,0,225199,2,0,0,0,63927,84849,20922,39,FALSE,0,39,Centre-Back,5/23/1997,22,England,Wolverhampton Wanderers,Premier League,2019/2020,2019,2
13669,Max Meyer,0,0,0,0,0,136,292,0,0,0,0,2020-06-20T18:45:00Z,0,3,0,0,0,0,39,0,5988,2,0,0,0,29,145,116,52,FALSE,0,39,Attacking Midfield,9/18/1995,23,Germany,Crystal Palace,Premier League,2019/2020,2019,4
13670,Max Thompson,0,0,3,0,0,640,295,0,0,0,0,2020-06-22T19:00:00Z,2,11,0,0,0,0,39,0,0,0,5,0,1,0,0,0,45,FALSE,0,39,Centre-Forward,2/9/2002,17,England,Burnley FC,Premier League,2019/2020,2019,5
13671,Maya Yoshida,0,0,0,0,0,310,297,0,0,0,0,2020-06-19T17:00:00Z,0,14,0,0,0,0,39,0,15770,3,0,0,0,-437,47,484,41,FALSE,0,39,Centre-Back,8/24/1988,30,Japan,Southampton FC,Premier League,2019/2020,2019,2
13672,Mbwana Samatta,0,0,1,0,0.5,613,271,0,0,0.1,0.2,2020-06-17T17:00:00Z,21,15,0,0,0,0,39,0,87268,0,0,0,1,62425,91221,28796,58,TRUE,0,39,Centre-Forward,12/23/1992,26,Tanzania,Aston Villa,Premier League,2019/2020,2019,5
13673,Mbwana Samatta,0,0,2,0,0.8,613,291,2,0,0.1,0,2020-06-21T15:15:00Z,33,6,0,0,0,0,39,0,87268,2,1,0,1,62425,91221,28796,58,TRUE,0,39,Centre-Forward,12/23/1992,26,Tanzania,Aston Villa,Premier League,2019/2020,2019,5
13674,Mesut Özil,0,0,0,0,0,15,275,0,0,0,0,2020-06-17T19:15:00Z,0,11,0,0,0,0,39,0,164952,0,3,0,0,43039,77261,34222,73,FALSE,0,39,Attacking Midfield,10/15/1988,30,Germany,Arsenal FC,Premier League,2019/2020,2019,4
13675,Mesut Özil,0,0,0,0,0,15,293,0,0,0,0,2020-06-20T14:00:00Z,0,4,0,0,0,0,39,0,164952,1,2,0,0,43039,77261,34222,73,FALSE,0,39,Attacking Midfield,10/15/1988,30,Germany,Arsenal FC,Premier League,2019/2020,2019,4
13676,Michael Keane,0,0,22,1,0,143,294,0,0,0.9,9.4,2020-06-21T18:00:00Z,90,10,0,0,0,0,39,0,139859,0,0,0,5,-1629,1044,2673,52,TRUE,1,39,Centre-Back,1/11/1993,26,England,Everton FC,Premier League,2019/2020,2019,2
13677,Michael McGovern,0,0,0,0,0,281,297,0,0,0,0,2020-06-19T17:00:00Z,0,16,0,0,0,0,39,0,411187,3,0,0,0,-47568,4902,52470,41,TRUE,0,39,Goalkeeper,7/12/1984,34,Northern Ireland,Norwich City,Premier League,2019/2020,2019,1
13678,Michael Obafemi,1,0,16,1,23,314,297,0,0,9.7,20.4,2020-06-19T17:00:00Z,81,14,0,0,0,0,39,0,15360,3,0,54,5,532,1708,1176,49,FALSE,0,39,Centre-Forward,7/6/2000,18,Ireland,Southampton FC,Premier League,2019/2020,2019,5
13679,Michael Verrips,0,0,0,0,0,521,271,0,0,0,0,2020-06-17T17:00:00Z,0,2,0,0,0,0,39,0,3724,0,0,0,0,206,472,266,44,FALSE,0,39,Goalkeeper,12/3/1996,22,Netherlands,Sheffield United,Premier League,2019/2020,2019,1
13680,Michael Verrips,0,0,0,0,0,521,296,0,0,0,0,2020-06-21T13:00:00Z,0,13,0,0,0,0,39,0,3724,0,3,0,0,206,472,266,44,FALSE,0,39,Goalkeeper,12/3/1996,22,Netherlands,Sheffield United,Premier League,2019/2020,2019,1
13681,Michail Antonio,0,0,-1,0,3.1,389,300,2,0,0.2,0,2020-06-20T16:30:00Z,90,20,0,0,0,0,39,0,57924,2,0,1,1,-4013,2733,6746,69,TRUE,1,39,Centre-Forward,3/28/1990,29,England,West Ham United,Premier League,2019/2020,2019,5
13682,Michel Vorm,0,0,0,0,0,555,298,0,0,0,0,2020-06-19T19:15:00Z,0,12,0,0,0,0,39,0,1977,1,1,0,0,75,194,119,42,TRUE,0,39,Goalkeeper,10/20/1983,35,Netherlands,Tottenham Hotspur,Premier League,2019/2020,2019,1
13683,Michy Batshuayi,0,0,0,0,0,461,291,0,0,0,0,2020-06-21T15:15:00Z,0,2,0,0,0,0,39,0,36854,2,1,0,0,-53,858,911,66,FALSE,0,39,Centre-Forward,10/2/1993,25,Belgium,Chelsea FC,Premier League,2019/2020,2019,5
13684,Miguel Almirón,1,0,22,1,35.8,266,296,0,0,8.2,27.4,2020-06-21T13:00:00Z,84,15,0,0,0,0,39,0,50719,0,3,19,6,-5368,6601,11969,58,TRUE,0,39,Attacking Midfield,2/10/1994,25,Paraguay,Newcastle United,Premier League,2019/2020,2019,4
13685,Mohamed Elyounoussi,0,0,0,0,0,322,297,0,0,0,0,2020-06-19T17:00:00Z,0,14,0,0,0,0,39,0,1775,3,0,0,0,-8,9,17,52,FALSE,0,39,Left Winger,8/4/1994,24,Norway,Southampton FC,Premier League,2019/2020,2019,4
13686,Mohamed Salah,0,0,0,0,0,191,294,0,0,0,0,2020-06-21T18:00:00Z,0,8,0,0,0,0,39,0,2755990,0,0,0,0,-477866,56218,534084,127,FALSE,0,39,Right Winger,6/15/1992,27,Egypt,Liverpool FC,Premier League,2019/2020,2019,4
13687,Moise Kean,0,0,3,0,0,496,294,0,0,0,0,2020-06-21T18:00:00Z,1,10,0,0,0,0,39,0,104870,0,0,0,1,-527,1020,1547,63,TRUE,0,39,Centre-Forward,2/28/2000,19,Italy,Everton FC,Premier League,2019/2020,2019,5
13688,Morgan Gibbs-White,0,0,3,0,0.3,416,300,0,0,0,0,2020-06-20T16:30:00Z,1,19,0,0,0,0,39,0,4031,2,0,0,1,70,238,168,47,FALSE,0,39,Central Midfield,1/27/2000,19,England,Wolverhampton Wanderers,Premier League,2019/2020,2019,3
13689,Morgan Schneiderlin,0,0,0,0,0,158,294,0,0,0,0,2020-06-21T18:00:00Z,0,10,0,0,0,0,39,0,40939,0,0,0,0,-1400,30,1430,44,TRUE,0,39,Defensive Midfield,11/8/1989,29,France,Everton FC,Premier League,2019/2020,2019,3
13690,Moritz Leitner,0,0,0,0,0,288,297,0,0,0,0,2020-06-19T17:00:00Z,0,16,0,0,0,0,39,0,16097,3,0,0,0,-493,648,1141,43,TRUE,0,39,Central Midfield,12/8/1992,26,Germany,Norwich City,Premier League,2019/2020,2019,3
13691,Moussa Djenepo,0,0,0,0,0,438,297,0,0,0,0,2020-06-19T17:00:00Z,0,14,0,0,0,0,39,0,5296,3,0,0,0,-976,31,1007,52,FALSE,0,39,Left Winger,6/15/1998,21,Mali,Southampton FC,Premier League,2019/2020,2019,4
13692,Moussa Sissoko,0,0,9,0,1,349,298,1,0,1,9.4,2020-06-19T19:15:00Z,90,12,0,0,0,0,39,0,92560,1,1,0,2,1086,2849,1763,48,TRUE,0,39,Central Midfield,8/16/1989,29,France,Tottenham Hotspur,Premier League,2019/2020,2019,3
13693,N'Golo Kanté,0,0,7,0,32.3,119,291,1,0,4.9,14.8,2020-06-21T15:15:00Z,90,2,0,0,0,0,39,0,281138,2,1,2,1,8623,16316,7693,50,FALSE,1,39,Central Midfield,3/29/1991,28,France,Chelsea FC,Premier League,2019/2020,2019,3
13694,Nabil Bentaleb,0,0,2,0,0.7,612,296,0,0,0.1,0.2,2020-06-21T13:00:00Z,11,15,0,0,0,0,39,0,1776,0,3,0,1,-17,622,639,49,TRUE,0,39,Central Midfield,11/24/1994,24,Algeria,Newcastle United,Premier League,2019/2020,2019,3
13695,Nacho Monreal,0,0,0,0,0,6,275,0,0,0,0,2020-06-17T19:15:00Z,0,11,0,0,0,0,39,0,17986,0,3,0,0,-80,20,100,50,FALSE,0,39,Left-Back,2/26/1986,33,Spain,Arsenal FC,Premier League,2019/2020,2019,2
13696,Nacho Monreal,0,0,0,0,0,6,293,0,0,0,0,2020-06-20T14:00:00Z,0,4,0,0,0,0,39,0,17986,1,2,0,0,-80,20,100,50,FALSE,0,39,Left-Back,2/26/1986,33,Spain,Arsenal FC,Premier League,2019/2020,2019,2
13697,Nampalys Mendy,0,0,0,0,0,179,299,0,0,0,0,2020-06-20T11:30:00Z,0,18,0,0,0,0,39,0,61440,1,1,0,0,-155,2521,2676,43,FALSE,0,39,Defensive Midfield,6/23/1992,27,France,Leicester City,Premier League,2019/2020,2019,3
13698,Nathaniel Chalobah,0,0,2,0,0,374,299,1,0,0.3,3.2,2020-06-20T11:30:00Z,13,9,0,0,0,0,39,0,14936,1,1,0,1,-585,812,1397,44,TRUE,0,39,Defensive Midfield,12/12/1994,24,England,Watford FC,Premier League,2019/2020,2019,3
13699,Nathaniel Phillips,0,0,0,0,0,589,294,0,0,0,0,2020-06-21T18:00:00Z,0,8,0,0,0,0,39,0,669,0,0,0,0,245,374,129,39,FALSE,0,39,Centre-Back,3/21/1997,22,England,Liverpool FC,Premier League,2019/2020,2019,2
13700,Nathan Aké,0,0,15,0,1.8,59,292,2,0,5.4,29,2020-06-20T18:45:00Z,90,7,0,0,0,0,39,0,499068,2,0,23,1,8938,31506,22568,48,TRUE,0,39,Centre-Back,2/18/1995,24,Netherlands,AFC Bournemouth,Premier League,2019/2020,2019,2
13701,Nathan Holland,0,0,0,0,0,568,300,0,0,0,0,2020-06-20T16:30:00Z,0,20,0,0,0,0,39,0,570,2,0,0,0,189,327,138,44,TRUE,0,39,Left Winger,6/19/1998,21,England,West Ham United,Premier League,2019/2020,2019,4
13702,Nathan Redmond,0,1,31,1,23,320,297,0,1,11.3,47,2020-06-19T17:00:00Z,88,14,0,0,0,0,39,0,43946,3,0,43,9,881,3376,2495,62,FALSE,0,39,Left Winger,3/6/1994,25,England,Southampton FC,Premier League,2019/2020,2019,4
13703,Nathan Tella,0,0,3,0,0,633,297,0,0,2,3,2020-06-19T17:00:00Z,2,14,0,0,0,0,39,0,0,3,0,17,1,0,0,0,45,FALSE,0,39,Right Winger,7/5/1999,19,England,Southampton FC,Premier League,2019/2020,2019,4
13704,Neal Maupay,0,3,32,0,1.8,502,293,1,1,10.6,38.6,2020-06-20T14:00:00Z,90,1,0,0,0,0,39,0,114284,1,2,66,9,-9788,20352,30140,57,TRUE,0,39,Centre-Forward,8/14/1996,22,France,Brighton & Hove Albion,Premier League,2019/2020,2019,5
13705,Neco Williams,0,0,0,0,0,575,294,0,0,0,0,2020-06-21T18:00:00Z,0,8,0,0,0,0,39,0,7896,0,0,0,0,2213,4067,1854,40,FALSE,0,39,Right-Back,4/13/2001,18,Wales,Liverpool FC,Premier League,2019/2020,2019,2
13706,Neil Taylor,0,0,0,0,0,24,271,0,0,0,0,2020-06-17T17:00:00Z,0,15,0,0,0,0,39,0,18193,0,0,0,0,1294,2929,1635,42,TRUE,0,39,Left-Back,2/7/1989,30,Wales,Aston Villa,Premier League,2019/2020,2019,2
13707,Neil Taylor,0,0,0,0,0,24,291,0,0,0,0,2020-06-21T15:15:00Z,0,6,0,0,0,0,39,0,18193,2,1,0,0,1294,2929,1635,42,TRUE,0,39,Left-Back,2/7/1989,30,Wales,Aston Villa,Premier League,2019/2020,2019,2
13708,Nemanja Matic,0,0,7,0,10.3,247,298,0,0,1.9,8.4,2020-06-19T19:15:00Z,12,17,0,0,0,0,39,0,27589,1,1,0,1,-601,929,1530,48,FALSE,0,39,Defensive Midfield,8/1/1988,30,Serbia,Manchester United,Premier League,2019/2020,2019,3
13709,Nick Pope,0,0,12,0,0,93,295,5,0,1,10,2020-06-22T19:00:00Z,90,11,0,0,0,0,39,2,1299041,0,5,0,0,-97001,148886,245887,49,FALSE,0,39,Goalkeeper,4/19/1992,27,England,Burnley FC,Premier League,2019/2020,2019,1
13710,Nicolas Pépé,0,0,0,0,0,488,275,0,0,0,0,2020-06-17T19:15:00Z,0,11,0,0,0,0,39,0,382762,0,3,0,0,-4554,95474,100028,93,FALSE,0,39,Right Winger,5/29/1995,24,Cote d'Ivoire,Arsenal FC,Premier League,2019/2020,2019,4
13711,Nicolas Pépé,0,1,20,0,17.6,488,293,1,1,7.3,36.2,2020-06-20T14:00:00Z,86,4,0,0,0,0,39,0,382762,1,2,19,8,-4554,95474,100028,93,FALSE,0,39,Right Winger,5/29/1995,24,Cote d'Ivoire,Arsenal FC,Premier League,2019/2020,2019,4
13712,Nicolás Otamendi,0,0,0,0,0,208,275,0,0,0,0,2020-06-17T19:15:00Z,0,1,0,0,0,0,39,0,210694,0,3,0,0,35112,66925,31813,49,TRUE,0,39,Centre-Back,2/12/1988,31,Argentina,Manchester City,Premier League,2019/2020,2019,2
13713,Nicolás Otamendi,0,0,28,1,1,208,295,0,0,2.1,20,2020-06-22T19:00:00Z,90,5,0,0,0,0,39,0,210694,0,5,0,6,35112,66925,31813,49,TRUE,0,39,Centre-Back,2/12/1988,31,Argentina,Manchester City,Premier League,2019/2020,2019,2
13714,Nikola Tavares,0,0,0,0,0,635,292,0,0,0,0,2020-06-20T18:45:00Z,0,3,0,0,0,0,39,0,0,2,0,0,0,0,0,0,40,FALSE,0,39,Centre-Back,1/17/1999,20,Croatia,Crystal Palace,Premier League,2019/2020,2019,2
13715,Nya Kirby,0,0,0,0,0,588,292,0,0,0,0,2020-06-20T18:45:00Z,0,3,0,0,0,0,39,0,341,2,0,0,0,56,106,50,45,FALSE,0,39,Central Midfield,1/31/2000,19,England,Crystal Palace,Premier League,2019/2020,2019,3
13716,Odion Ighalo,0,0,5,0,10.3,624,298,0,0,1.5,4.2,2020-06-19T19:15:00Z,12,17,0,0,0,0,39,0,49299,1,1,0,1,-8597,13507,22104,65,FALSE,0,39,Centre-Forward,6/16/1989,30,Nigeria,Manchester United,Premier League,2019/2020,2019,5
13717,Oleksandr Zinchenko,0,0,0,0,0,206,275,0,0,0,0,2020-06-17T19:15:00Z,0,1,0,0,0,0,39,0,178240,0,3,0,0,2666,7471,4805,52,TRUE,0,39,Left-Back,12/15/1996,22,Ukraine,Manchester City,Premier League,2019/2020,2019,2
13718,Oleksandr Zinchenko,0,0,28,1,26.5,206,295,0,0,6.3,21.8,2020-06-22T19:00:00Z,90,5,0,0,0,0,39,0,178240,0,5,15,6,2666,7471,4805,52,TRUE,0,39,Left-Back,12/15/1996,22,Ukraine,Manchester City,Premier League,2019/2020,2019,2
13719,Oliver McBurnie,0,0,8,1,13.6,501,271,0,0,4.3,8.8,2020-06-17T17:00:00Z,79,2,0,0,0,0,39,0,50630,0,0,21,2,30106,41249,11143,57,FALSE,0,39,Centre-Forward,6/4/1996,23,Scotland,Sheffield United,Premier League,2019/2020,2019,5
13720,Oliver McBurnie,0,0,8,0,6.2,501,296,3,0,3.8,10.8,2020-06-21T13:00:00Z,84,13,0,0,0,0,39,0,50630,0,3,21,2,30106,41249,11143,57,FALSE,0,39,Centre-Forward,6/4/1996,23,Scotland,Sheffield United,Premier League,2019/2020,2019,5
13721,Oliver Norwood,0,0,11,1,24.3,302,271,0,0,3.4,9.8,2020-06-17T17:00:00Z,90,2,0,0,0,0,39,0,74335,0,0,0,3,37514,51837,14323,49,FALSE,0,39,Central Midfield,4/12/1991,28,Northern Ireland,Sheffield United,Premier League,2019/2020,2019,3
13722,Oliver Norwood,0,0,14,0,3.8,302,296,3,0,1.6,12.4,2020-06-21T13:00:00Z,90,13,0,0,0,0,39,0,74335,0,3,0,2,37514,51837,14323,49,FALSE,0,39,Central Midfield,4/12/1991,28,Northern Ireland,Sheffield United,Premier League,2019/2020,2019,3
13723,Oliver Skipp,0,0,0,0,0,352,298,0,0,0,0,2020-06-19T19:15:00Z,0,12,0,0,0,0,39,0,48170,1,1,0,0,-1835,1983,3818,43,TRUE,0,39,Defensive Midfield,9/16/2000,18,England,Tottenham Hotspur,Premier League,2019/2020,2019,3
13724,Olivier Giroud,0,2,31,0,6.6,110,291,1,1,6.6,34.2,2020-06-21T15:15:00Z,79,2,0,0,0,0,39,0,125561,2,1,25,8,-33369,5313,38682,66,FALSE,0,39,Centre-Forward,9/30/1986,32,France,Chelsea FC,Premier League,2019/2020,2019,5
13725,Ondrej Duda,0,0,3,0,0.2,601,297,0,0,0.1,0.4,2020-06-19T17:00:00Z,10,16,0,0,0,0,39,0,9998,3,0,0,1,2142,5205,3063,47,TRUE,0,39,Attacking Midfield,12/5/1994,24,Slovakia,Norwich City,Premier League,2019/2020,2019,4
13726,Onel Hernández,0,0,5,0,1.3,284,297,1,0,1.5,3.2,2020-06-19T17:00:00Z,28,16,0,0,0,0,39,0,4609,3,0,10,1,94,272,178,53,TRUE,0,39,Left Winger,2/1/1993,26,Cuba,Norwich City,Premier League,2019/2020,2019,4
13727,Oskar Buur,0,0,0,0,0,587,300,0,0,0,0,2020-06-20T16:30:00Z,0,19,0,0,0,0,39,0,8395,2,0,0,0,1869,3066,1197,40,FALSE,0,39,Right-Back,3/31/1998,21,Denmark,Wolverhampton Wanderers,Premier League,2019/2020,2019,2
13728,Oumar Niasse,0,0,0,0,0,570,294,0,0,0,0,2020-06-21T18:00:00Z,0,10,0,0,0,0,39,0,3692,0,0,0,0,471,956,485,45,TRUE,0,39,Centre-Forward,4/18/1990,29,Senegal,Everton FC,Premier League,2019/2020,2019,5
13729,Owen Otasowie,0,0,0,0,0,566,300,0,0,0,0,2020-06-20T16:30:00Z,0,19,0,0,0,0,39,0,620,2,0,0,0,21,83,62,45,FALSE,0,39,Defensive Midfield,1/6/2001,18,United States,Wolverhampton Wanderers,Premier League,2019/2020,2019,3
13730,Pablo Fornals,0,0,4,0,2.2,399,300,1,0,2.6,1.8,2020-06-20T16:30:00Z,80,20,0,0,0,0,39,0,27063,2,0,22,2,-2038,945,2983,60,TRUE,0,39,Left Midfield,2/22/1996,23,Spain,West Ham United,Premier League,2019/2020,2019,3
13731,Pablo Marí,0,0,3,0,0.1,617,275,0,0,0.2,1.6,2020-06-17T19:15:00Z,23,11,0,0,0,0,39,0,7767,0,3,0,1,2708,6322,3614,48,FALSE,0,39,Centre-Back,8/31/1993,25,Spain,Arsenal FC,Premier League,2019/2020,2019,2
13732,Pablo Marí,0,0,0,0,0,617,293,0,0,0,0,2020-06-20T14:00:00Z,0,4,0,0,0,0,39,0,7767,1,2,0,0,2708,6322,3614,48,FALSE,0,39,Centre-Back,8/31/1993,25,Spain,Arsenal FC,Premier League,2019/2020,2019,2
13733,Pablo Zabaleta,0,0,0,0,0,379,300,0,0,0,0,2020-06-20T16:30:00Z,0,20,0,0,0,0,39,0,35430,2,0,0,0,1203,2826,1623,41,TRUE,0,39,Right-Back,1/16/1985,34,Argentina,West Ham United,Premier League,2019/2020,2019,2
13734,Panagiotis Retsos,0,0,0,0,0,625,271,0,0,0,0,2020-06-17T17:00:00Z,0,2,0,0,0,0,39,0,686,0,0,0,0,207,436,229,45,FALSE,0,39,Centre-Back,8/9/1998,20,Greece,Sheffield United,Premier League,2019/2020,2019,2
13735,Panagiotis Retsos,0,0,0,0,0,625,296,0,0,0,0,2020-06-21T13:00:00Z,0,13,0,0,0,0,39,0,686,0,3,0,0,207,436,229,45,FALSE,0,39,Centre-Back,8/9/1998,20,Greece,Sheffield United,Premier League,2019/2020,2019,2
13736,Pascal Groß,0,0,10,0,15.7,49,293,1,0,3.4,18,2020-06-20T14:00:00Z,70,1,0,0,0,0,39,0,35259,1,2,0,2,-1249,815,2064,62,TRUE,0,39,Attacking Midfield,6/15/1991,28,Germany,Brighton & Hove Albion,Premier League,2019/2020,2019,4
13737,Patrick Cutrone,0,0,0,0,0,487,300,0,0,0,0,2020-06-20T16:30:00Z,0,19,0,0,0,0,39,0,34024,2,0,0,0,-252,20,272,54,FALSE,0,39,Centre-Forward,1/3/1998,21,Italy,Wolverhampton Wanderers,Premier League,2019/2020,2019,5
13738,Patrick Roberts,0,0,0,0,0,435,297,0,0,0,0,2020-06-19T17:00:00Z,0,16,0,0,0,0,39,0,3397,3,0,0,0,-6,35,41,50,TRUE,0,39,Right Winger,2/5/1997,22,England,Manchester City,Premier League,2019/2020,2019,4
13739,Patrick Roberts,0,0,0,0,0,435,297,0,0,0,0,2020-06-19T17:00:00Z,0,16,0,0,0,0,39,0,3397,3,0,0,0,-6,35,41,50,TRUE,0,39,Right Winger,2/5/1997,22,England,Norwich City,Premier League,2019/2020,2019,4
13740,Patrick van Aanholt,1,3,37,1,17.4,123,292,0,0,4.2,22.2,2020-06-20T18:45:00Z,90,3,0,0,0,0,39,0,404494,2,0,2,12,-10435,29632,40067,56,FALSE,0,39,Left-Back,8/29/1990,28,Netherlands,Crystal Palace,Premier League,2019/2020,2019,2
13741,Paulo Gazzaniga,0,0,0,0,0,341,298,0,0,0,0,2020-06-19T19:15:00Z,0,12,0,0,0,0,39,0,130044,1,1,0,0,-17455,14845,32300,42,TRUE,0,39,Goalkeeper,1/2/1992,27,Argentina,Tottenham Hotspur,Premier League,2019/2020,2019,1
13742,Paul Dummett,0,0,0,0,0,255,296,0,0,0,0,2020-06-21T13:00:00Z,0,15,0,0,0,0,39,0,12407,0,3,0,0,-30,378,408,43,TRUE,0,39,Centre-Back,9/26/1991,27,Wales,Newcastle United,Premier League,2019/2020,2019,2
13743,Paul Pogba,1,0,14,0,1.7,238,298,0,0,2.8,14.4,2020-06-19T19:15:00Z,27,17,0,0,0,0,39,0,245982,1,1,12,4,33595,51220,17625,83,FALSE,0,39,Central Midfield,3/15/1993,26,France,Manchester United,Premier League,2019/2020,2019,3
13744,Philip Billing,0,0,0,0,0,476,292,0,0,0,0,2020-06-20T18:45:00Z,0,7,0,0,0,0,39,0,13118,2,0,0,0,-2341,92,2433,50,TRUE,0,39,Central Midfield,6/11/1996,23,Denmark,AFC Bournemouth,Premier League,2019/2020,2019,3
13745,Philip Heise,0,0,0,0,0,484,297,0,0,0,0,2020-06-19T17:00:00Z,0,16,0,0,0,0,39,0,48583,3,0,0,0,-2263,865,3128,39,TRUE,0,39,Left-Back,6/20/1991,28,Germany,Norwich City,Premier League,2019/2020,2019,2
13746,Phil Bardsley,0,0,0,0,0,86,295,0,0,0,0,2020-06-22T19:00:00Z,0,11,0,0,0,0,39,0,17981,0,5,0,0,-2744,1770,4514,43,FALSE,0,39,Right-Back,6/28/1985,34,Scotland,Burnley FC,Premier League,2019/2020,2019,2
